"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k1","L10","16.639","0.011","0.449","GO_EPIDERMIS_MORPHOGENESIS","M10383","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species. [GOC:jid, UBERON:0001003]","Trp63 (4.726) Ngfr (3.71) Wnt10a (2.943) Klf4 (1.616) Krt17 (1.146) Notch1 (1.026) Fgfr2 (0.956) Igfbp5 (-0.519) Ctnnb1 (-0.402) Bcl2 (0.246)"
"k1","L10","16.639","0.099","0.163","GO_ERK1_AND_ERK2_CASCADE","M16677","MSigDB-C5",NA,"GO:BP","Homo sapiens","An intracellular protein kinase cascade containing at least ERK1 or ERK2 (MAPKs), a MEK (a MAPKK) and a MAP3K. The cascade may involve 4 different kinases, as it can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell. [GOC:add, GOC:signaling, ISBN:0121245462, ISBN:0896039986, PMID:20811974, PMID:28903453]","Icam1 (4.814) Ccl20 (3.992) Apoe (3.779) Myc (3.723) Spry1 (3.205) Dusp6 (2.914) Timp3 (2.07) Ackr3 (2.037) Jun (1.845) Zfp36l2 (1.812)"
"k1","L10","16.639","0.134","0.768","GO_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","M24393","MSigDB-C5",NA,"GO:BP","Homo sapiens","The series of molecular signals generated as a consequence of a thrombin-activated receptor binding to one of its physiological ligands. [GOC:mah, PMID:1672265]","Hpgd (4.156) Stmn1 (3.264) F2r (1.245) Met (0.071) Snca (-0.021) Plek (0.012) Iqgap2 (-0.011) F2rl1 (0.01) F2rl3 (-0.005) Dgkq (-0.002)"
"k2","L1","49.189","1.000","0.343","GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY","M19168","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of the incorporation of one atom from molecular oxygen into arachidonic acid and the reduction of the other atom of oxygen to water. [GOC:mah]","Cyp4a12b (3.151) Cyp4f15 (1.144) Cyp2a5 (0.668) Cyp2f2 (-0.197) Cyp2s1 (-0.021) Cyp2j9 (-0.018) Cyp2c65 (-0.018) Cyp4f14 (-0.017) Cyp2b19 (-0.015) Cyp2a4 (-0.008)"
"k2","L2","38.674","1.000","0.326","GO_ADHESION_OF_SYMBIONT_TO_HOST","M23646","MSigDB-C5",NA,"GO:BP","Homo sapiens","The attachment of a symbiont to its host via adhesion molecules, general stickiness etc., either directly or indirectly. The host is defined as the larger of the organisms involved in a symbiotic interaction. [GOC:bf, GOC:cc, GOC:dos, GOC:jl]","Bpifa1 (3.936) Sftpd (-0.636) Ace2 (0.61) Hsp90ab1 (0.131) Inhbb (-0.059) Lrrc15 (-0.016) Icam1 (-0.009) Scarb1 (-0.006) Gas6 (0.006) Cd81 (-0.005)"
"k2","L3","44.736","1.000","0.345","GO_ZYMOGEN_GRANULE_MEMBRANE","M25827","MSigDB-C5",NA,"GO:CC","Homo sapiens","The lipid bilayer surrounding a zymogen granule. [GOC:jl]","Dmbt1 (2.422) Clca1 (1.494) Rab27b (0.03) Tmed10 (-0.028) Scamp1 (-0.02) Cuzd1 (-0.016) Zg16 (-0.013) Vamp2 (-0.009) Tmed2 (-0.005) Stx3 (0.003)"
"k2","L4","39.255","1.000","-0.256","GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY","M11084","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that modulates the frequency, rate, or extent of toll-like receptor 4 signaling pathway. [GOC:add, PMID:16551253, PMID:17328678]","Bpifb1 (-3.385) Lbp (-0.49) Nr1d1 (-0.125) F2rl1 (-0.074) Peli1 (-0.024) Tnfaip3 (-0.022) Ptpn22 (-0.016) Ticam2 (-0.012) Tirap (-0.011) Rab7b (-0.011)"
"k2","L5","21.133","1.000","0.261","GO_CHLORIDE_ION_HOMEOSTASIS","M24068","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process involved in the maintenance of an internal steady state of chloride ions within an organism or cell. [GOC:jid, GOC:mah]","Atp6v1b1 (2.969) Slc12a2 (-0.084) Slc12a4 (-0.023) Slc12a5 (-0.02) Slc12a3 (-0.013) Slc12a8 (-0.012) Car12 (-0.011) Slc12a7 (-0.007) Ckb (-0.006) Slc12a9 (-0.002)"
"k2","L8","16.011","0.998","0.158","GO_ANTIBACTERIAL_HUMORAL_RESPONSE","M22882","MSigDB-C5",NA,"GO:BP","Homo sapiens","An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster. [GOC:go_curators, GOC:mtg_sensu]","Bpifa1 (3.936) Dmbt1 (2.422) Sftpd (-0.636) Spink5 (-0.627) Trf (0.5) Wfdc2 (-0.249) Rpl39 (-0.042) Ang (-0.026) Spon2 (-0.023) Defb1 (-0.021)"
"k2","L6","17.533","0.903","0.163","WP_EICOSANOID_METABOLISM_VIA_CYCLO_OXYGENASES_COX","M39851","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Eicosanoid metabolism via Cyclo Oxygenases (COX)","Cyp4a12b (3.151) Cyp4f15 (1.144) Hpgd (0.876) Ptgr1 (0.163) Ptges (0.1) Acox2 (0.05) Ptgfr (0.033) Ptgs2 (-0.032) Acaa1b (-0.019) Ptgs1 (-0.018)"
"k2","L6","17.533","0.095","0.148","WP_EICOSANOID_METABOLISM_VIA_LIPO_OXYGENASES_LOX","M39858","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Eicosanoid metabolism via Lipo Oxygenases (LOX)","Cyp4a12b (3.151) Cyp4f15 (1.144) Hpgd (0.876) Ptgr1 (0.163) Alox12 (0.058) Acox2 (0.05) Ppara (-0.022) Acaa1b (-0.019) Ltb4r2 (-0.018) Alox5 (-0.018)"
"k2","L7","15.907","0.639","-0.129","GO_MACROPHAGE_CHEMOTAXIS","M14291","MSigDB-C5",NA,"GO:BP","Homo sapiens","The movement of a macrophage in response to an external stimulus. [GOC:jid]","Cxcl17 (-2.686) Lgals3 (-1.6) Sftpd (-0.636) Cx3cl1 (0.419) Mapk3 (0.112) Mapk14 (-0.021) Ptk2b (-0.019) Thbs1 (-0.018) Slamf8 (-0.016) Trpv4 (-0.015)"
"k2","L7","15.907","0.294","-0.167","GO_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION","M24506","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body. [GOC:mah]","Cxcl17 (-2.686) Lgals3 (-1.6) S100a14 (0.633) Pla2g7 (-0.018) Fpr2 (-0.018) Cxcl12 (-0.017) Cxcl10 (-0.016) Serpine1 (-0.016) Ccr2 (-0.016) Ccl5 (-0.014)"
"k2","L7","15.907","0.053","-0.107","GO_MACROPHAGE_MIGRATION","M25362","MSigDB-C5",NA,"GO:BP","Homo sapiens","The orderly movement of a macrophage from one site to another. [GO_REF:0000091, GOC:TermGenie, PMID:25749876]","Cxcl17 (-2.686) Lgals3 (-1.6) Sftpd (-0.636) Cx3cl1 (0.419) Mapk3 (0.112) Cd9 (-0.1) Mapk14 (-0.021) Mcoln2 (0.02) Ptk2b (-0.019) Thbs1 (-0.018)"
"k2","L9","14.875","0.064","0.229","GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT","M24219","MSigDB-C5",NA,"GO:BP","Homo sapiens","The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the progression of the prostate gland over time. [GOC:dph]","Eaf2 (2.285) Notch1 (-0.041) Stk11 (0.031) Serpinf1 (0.021) Sox9 (-0.019) Ctnnb1 (0.017) Nkx3-1 (-0.014) Ar (-0.013) Cdkn1b (-0.01) Wdr77 (-0.007)"
"k2","L9","14.875","0.930","0.188","GO_CELL_AGGREGATION","M13025","MSigDB-C5",NA,"GO:BP","Homo sapiens","The clustering together and adhesion of initially separate cells to form an aggregate.  Examples include the clustering of unicellular organisms or blood cells in suspension and the condensation of mesenchymal cells during cartilage formation. [GOC:dos]","Bpifa1 (3.936) Mpz (-0.035) Mgp (-0.033) Mapk14 (-0.021) Sox9 (-0.019) Otor (-0.018) Bmp1 (-0.018) Col2a1 (-0.018) Sox5 (-0.018) Sox6 (-0.017)"
"k2","L10","12.335","0.158","-0.082","SRP-dependent cotranslational protein targeting to membrane","1367219","BioSystems-reactome","R-MMU-1799339",NA,NA,NA,"Rps21 (-1.037) Rplp2 (-0.837) Rpl22 (-0.807) Rps10 (-0.674) Rps26 (-0.585) Rplp1 (-0.559) Rpl26 (-0.45) Rpl30 (-0.396) Rps15a (-0.378) Rpl35a (0.301)"
"k2","L10","12.335","0.129","-0.081","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)","1367445","BioSystems-reactome","R-MMU-975956",NA,NA,NA,"Rps21 (-1.037) Rplp2 (-0.837) Rpl22 (-0.807) Rps10 (-0.674) Rps26 (-0.585) Rplp1 (-0.559) Rpl26 (-0.45) Rpl30 (-0.396) Rps15a (-0.378) Rpl35a (0.301)"
"k2","L10","12.335","0.465","-0.079","KEGG_RIBOSOME","M189","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Ribosome","Rps21 (-1.037) Rplp2 (-0.837) Rpl22 (-0.807) Rps10 (-0.674) Rps26 (-0.585) Rplp1 (-0.559) Rpl22l1 (-0.458) Rpl26 (-0.45) Rpl30 (-0.396) Rps15a (-0.378)"
"k2","L10","12.335","0.015","0.161","GO_CHEMOSENSORY_BEHAVIOR","M13140","MSigDB-C5",NA,"GO:BP","Homo sapiens","Behavior that is dependent upon the sensation of chemicals. [GOC:go_curators]","Atp6v1b1 (2.969) Shank1 (-0.02) Grin1 (-0.018) P2rx3 (-0.016) Cfap69 (-0.016) Gjb4 (-0.015) Obp2a (-0.015) Casr (-0.014) Ubr3 (-0.013) Trpv1 (-0.013)"
"k2","L10","12.335","0.037","-0.073","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","M29556","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Eukaryotic Translation Elongation","Rps21 (-1.037) Rplp2 (-0.837) Rpl22 (-0.807) Rps10 (-0.674) Rps26 (-0.585) Rplp1 (-0.559) Rpl22l1 (-0.458) Rpl26 (-0.45) Rpl30 (-0.396) Rps15a (-0.378)"
"k2","L10","12.335","0.153","-0.072","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY","M29813","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Response of EIF2AK4 (GCN2) to amino acid deficiency","Rps21 (-1.037) Rplp2 (-0.837) Rpl22 (-0.807) Rps10 (-0.674) Ddit3 (-0.617) Rps26 (-0.585) Rplp1 (-0.559) Rpl22l1 (-0.458) Rpl26 (-0.45) Rpl30 (-0.396)"
"k3","L1","132.419","1.000","-1.098","WP_NEUROINFLAMMATION","M39895","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Neuroinflammation","Fos (-7.126) Nfkbia (-3.326) Jun (-3.148) Mapk14 (-0.099) Chuk (-0.04) Rela (-0.022) Tlr4 (-0.02) Mtor (-0.011) Ascc1 (0.007) Mapk8 (-0.006)"
"k3","L2","56.826","1.000","-0.383","REACTOME_NGF_STIMULATED_TRANSCRIPTION","M29793","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","NGF-stimulated transcription","Fos (-7.126) Egr1 (-5.834) Junb (-3.298) Jund (-2.934) Fosb (-0.832) Trib1 (-0.207) Srf (-0.108) Dnm2 (-0.067) Id4 (-0.067) Id1 (-0.064)"
"k3","L3","77.461","1.000","-0.863","REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES","M801","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","ATF6 (ATF6-alpha) activates chaperone genes","Hspa5 (-2.812) Atf4 (-2.405) Calr (-1.346) Hsp90b1 (-1.025) Xbp1 (-0.78) Nfya (-0.052) Ddit3 (-0.051) Atf6 (-0.031) Nfyb (-0.021) Nfyc (-0.019)"
"k3","L4","38.628","1.000","-0.445","GO_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING","M18499","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with a DNA sequence that is part of the core promoter of a RNA polymerase II-transcribed gene. [GOC:pg, GOC:txnOH, PMID:12381658]","Fos (-7.126) H3f3b (-6.128) Cebpb (-2.491) H3f3a (-0.443) Gtf2b (-0.367) Brf2 (-0.056) Nrf1 (-0.031) Ruvbl2 (-0.027) Kdm3a (-0.023) Rela (-0.022)"
"k3","L5","51.435","1.000","-0.387","PID_NFAT_TFPATHWAY","M60","MSigDB-C2",NA,"CP:PID","Homo sapiens","Calcineurin-regulated NFAT-dependent transcription in lymphocytes","Fos (-7.126) Egr1 (-5.834) Junb (-3.298) Jun (-3.148) Cdk4 (-0.5) Ptpn1 (-0.064) Egr2 (-0.058) Il2 (-0.043) Nfatc1 (-0.034) Fosl1 (-0.034)"
"k3","L6","47.156","1.000","0.442","GO_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION","M12740","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon. [GOC:add, GOC:mah, PMID:15546383]","Scgb1a1 (5.905) Pglyrp1 (2.141) Zc3h12a (-0.181) Ddit3 (-0.051) C1qbp (-0.027) Tlr4 (-0.02) Inhba (0.019) Il20rb (-0.017) Gata3 (-0.015) Hmgb1 (-0.015)"
"k3","L7","39.879","1.000","-0.533","GO_GLUCOCORTICOID_RECEPTOR_BINDING","M18533","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with a glucocorticoid receptor. [GOC:bf]","Nr4a1 (-6.058) Cebpb (-2.491) Fkbp4 (-0.67) Nr4a2 (-0.152) Ets2 (-0.099) Ncor2 (-0.037) Nr4a3 (-0.031) Nrip1 (0.023) Ywhah (0.021) Tacc1 (-0.016)"
"k3","L8","35.388","0.996","0.569","GO_REGULATION_OF_GASTRIC_ACID_SECRETION","M24165","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that modulates the rate frequency or extent of gastric secretion. Gastric secretion is the regulated release of gastric acid (hydrochloric acid) by parietal or oxyntic cells during digestion. [GOC:dph, GOC:tb]","Tff2 (6.291) Hip1r (-0.072) Sgk1 (0.036) Oxt (-0.025) Kcnq1 (-0.022) Ucn (-0.013) Oprl1 (-0.012) Oxtr (-0.008) Trpv1 (-0.008) Ptger3 (-0.008)"
"k3","L9","30.175","0.973","-0.364","GO_NUCLEOSOMAL_DNA_BINDING","M18932","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with the DNA portion of a nucleosome. [GOC:mah]","H3f3b (-6.128) Actb (-4.001) H1f0 (-1.517) H3f3a (-0.443) Mta2 (-0.158) Mbd3 (-0.059) Hnrnpc (-0.04) Hmgn2 (-0.035) Hmgn3 (-0.033) Chd4 (-0.032)"
"k3","L10","39.444","0.998","-0.286","REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP_","M27187","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Senescence-Associated Secretory Phenotype (SASP)","Fos (-7.126) H3f3b (-6.128) Jun (-3.148) Ubc (-2.826) Cebpb (-2.491) Ubb (-2.073) Cdk4 (-0.5) H3f3a (-0.443) Mapk3 (-0.067) Uba52 (-0.039)"
"k4","L1","104.309","1.000","0.533","GO_CORNIFICATION","M24369","MSigDB-C5",NA,"GO:BP","Homo sapiens","A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability). [GOC:krc, PMID:18846107]","Krt13 (8.041) Krt6a (6.348) Krt4 (5.462) Sprr1a (5.271) Evpl (3.176) Krt5 (2.707) Ppl (2.076) Krt16 (1.86) Krt14 (1.847) Krt75 (1.76)"
"k4","L2","2090.435","0.500","5.917","O2/CO2 exchange in erythrocytes","1367888","BioSystems-reactome","R-MMU-1480926",NA,NA,NA,"Hbb-bs (6.783) Hba-a1 (5.168) Hba-a2 (5.08) Hbb-bt (1.355) Cyb5r4 (0.39) Cyb5r1 (-0.028) Aqp1 (-0.009) Slc4a1 (-0.005) Cyb5rl (-0.004) Car2 (0.003)"
"k4","L2","2090.435","0.500","5.917","Erythrocytes take up carbon dioxide and release oxygen","1367889","BioSystems-reactome","R-MMU-1237044",NA,NA,NA,"Hbb-bs (6.783) Hba-a1 (5.168) Hba-a2 (5.08) Hbb-bt (1.355) Cyb5r4 (0.39) Cyb5r1 (-0.028) Aqp1 (-0.009) Slc4a1 (-0.005) Cyb5rl (-0.004) Car2 (0.003)"
"k4","L3","47.245","1.000","0.400","GO_CALCIUM_DEPENDENT_PROTEIN_BINDING","M18207","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in the presence of calcium. [GOC:jid, PMID:10485905]","S100g (7.866) S100a4 (2.998) Anxa1 (2.566) Stmn2 (1.878) Syt8 (1.801) S100a6 (1.616) Anxa2 (1.535) S100a11 (1.453) Cpne3 (1.246) S100a14 (1.184)"
"k4","L4","39.164","1.000","0.914","REACTOME_DISSOLUTION_OF_FIBRIN_CLOT","M27712","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Dissolution of Fibrin Clot","Serpinb2 (7.404) Anxa2 (1.535) S100a10 (1.098) Serpinb8 (0.967) Serpinb6a (0.476) Serpine2 (-0.03) Plat (0.01) Plaur (-0.009) Serpine1 (-0.009) Plau (-0.009)"
"k4","L5","33.345","1.000","0.901","GO_STRUCTURAL_CONSTITUENT_OF_MYELIN_SHEATH","M26486","MSigDB-C5",NA,"GO:MF","Homo sapiens","The action of a molecule that contributes to the structural integrity of the myelin sheath of a nerve. [GOC:mah]","Mal (5.552) Mall (1.734) Pllp (1.52) Mal2 (0.531) Mbp (0.108) Plp1 (-0.022) Cmtm8 (-0.016) Ncmap (-0.016) Mobp (-0.006) Marveld1 (-0.003)"
"k4","L7","43.073","1.000","0.585","GO_KERATIN_FILAMENT","M17671","MSigDB-C5",NA,"GO:CC","Homo sapiens","A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins. [ISBN:0716731363]","Krt13 (8.041) Krt6a (6.348) Krt4 (5.462) Krt5 (2.707) Krt14 (1.847) Krt75 (1.76) Krt7 (1.596) Fam83h (1.001) Krt78 (0.838) Krt18 (0.147)"
"k4","L8","35.279","1.000","0.778","Scavenging of heme from plasma","1367202","BioSystems-reactome","R-MMU-2168880",NA,NA,NA,"Hbb-bs (6.783) Hba-a1 (5.168) Hba-a2 (5.08) Apol7a (1.855) Hbb-bt (1.355) Hp (-0.036) Hpx (-0.031) Cd163 (-0.015) Alb (-0.008) Apol9a (-0.008)"
"k4","L9","1342.362","1.000","-4.982","REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN","M29536","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Erythrocytes take up carbon dioxide and release oxygen","Hba-a1 (5.168) Hba-a2 (5.08) Hbb-bt (1.355) Cyb5r4 (0.39) Cyb5r1 (-0.028) Aqp1 (-0.009) Slc4a1 (-0.005) Cyb5rl (-0.004) Car2 (0.003) Car4 (0)"
"k4","L10","12.703","0.986","0.553","GO_ENTRY_OF_BACTERIUM_INTO_HOST_CELL","M23370","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction. [GOC:bf, PMID:21187937]","Krt6a (6.348) Cav1 (1.345) Ctnnd1 (1.164) Ctnnb1 (0.521) Itgav (0.401) Cdh1 (-0.369) Exoc2 (0.016) Cbl (-0.014) Met (-0.009) Exoc7 (0.008)"
"k4","L6","27.316","0.486","0.316","Post-translational modification: synthesis of GPI-anchored proteins","1367236","BioSystems-reactome","R-MMU-163125",NA,NA,NA,"Ly6g6c (6.433) Psca (6.093) Ly6d (4.479) Lypd3 (3.73) Piga (2.015) Cpm (1.121) Pigu (1.041) Cd109 (0.29) Ly6e (-0.275) Lypd2 (0.2)"
"k4","L6","27.316","0.423","0.500","GO_LAMININ_BINDING","M19034","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with laminins, glycoproteins that are major constituents of the basement membrane of cells. [GOC:ecd]","Ecm1 (6.508) Lypd3 (3.73) Lgals3 (2.844) Slit2 (1.233) Itgb1 (0.174) Plekha2 (0.058) Itga3 (-0.041) Adgrg6 (0.039) Dag1 (0.034) Rpsa (-0.034)"
