"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k10","L9","22.133","0.527","0.249","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MATURE_NEURONS","M39291","MSigDB-C8",NA,"","Homo sapiens","","Chga (6.922) Uchl1 (5.146) Dusp26 (4.57) Snap25 (4.102) Stmn2 (3.685) Rundc3a (3.57) Snca (3.499) Olfm1 (3.442) Tspan7 (3.307) Aplp1 (2.902)"
"k10","L10","24.554","0.271","0.582","Staphylococcus aureus infection","172855","BioSystems-kegg","mmu05150",NA,NA,NA,"C1qc (4.476) C1qb (3.898) H2-Aa (3.738) H2-Eb1 (3.621) C1qa (3.592) H2-Ab1 (3.549) Fcgr3 (1.571) Icam1 (1.034) C5ar1 (0.626) Ptafr (0.052)"
"k10","L10","24.554","0.260","0.556","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS","M4741","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Systemic lupus erythematosus","C1qc (4.476) C1qb (3.898) H2-Aa (3.738) H2-Eb1 (3.621) C1qa (3.592) H2-Ab1 (3.549) Fcgr3 (1.571) H3f3b (0.728) Snrpd3 (0.411) Cd40 (0.172)"
"k10","L10","24.554","0.132","0.567","GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN","M14749","MSigDB-C5",NA,"GO:BP","Homo sapiens","An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus. [GO_REF:0000022, GOC:add, ISBN:0781735149]","Cd81 (5.116) C1qc (4.476) C1qb (3.898) H2-Eb1 (3.621) C1qa (3.592) H2-Ab1 (3.549) Cd55 (-0.061) Susd4 (0.051) Ptprc (0.038) Serping1 (-0.035)"
"k10","L10","24.554","0.134","0.980","GO_MHC_PROTEIN_COMPLEX","M17090","MSigDB-C5",NA,"GO:CC","Homo sapiens","A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen. [GOC:add, GOC:jl, ISBN:0781735149, PMID:15928678, PMID:16153240]","Cd74 (3.918) H2-Aa (3.738) H2-Eb1 (3.621) H2-Ab1 (3.549) B2m (-0.292) H2-M3 (0.049) H2-DMa (0.036) H2-T23 (-0.021) H2-Ob (-0.003) Mr1 (0)"
"k10","L10","24.554","0.065","0.663","HP_GLOMERULONEPHRITIS","M34536","MSigDB-C5",NA,"HPO","Homo sapiens","Glomerulonephritis","Cd81 (5.116) C1qc (4.476) C1qb (3.898) C1qa (3.592) Prkcd (2.396) Emp2 (0.321) Slc7a7 (-0.139) Wdr19 (-0.059) Fas (-0.052) Mme (0.048)"
"k10","L10","24.554","0.112","0.700","HP_SYSTEMIC_LUPUS_ERYTHEMATOSUS","M35984","MSigDB-C5",NA,"HPO","Homo sapiens","Systemic lupus erythematosus","C1qc (4.476) C1qb (3.898) C1qa (3.592) Prkcd (2.396) Pnp2 (2.087) Fcgr3 (1.571) Ddx41 (-0.147) Fas (-0.052) Spp1 (0.049) Serping1 (-0.035)"
"k11","L1","48.581","1.000","1.010","KEGG_TASTE_TRANSDUCTION","M5785","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Taste transduction","Gng13 (9.53) Gnb3 (8.479) Trpm5 (6.935) Gnat3 (6.891) Itpr3 (2.229) Tas1r3 (1.117) Plcb2 (0.964) Gnas (0.324) Scnn1a (-0.113) Gnb1 (0.109)"
"k11","L2","59.155","0.999","1.291","WP_EICOSANOID_SYNTHESIS","M39382","MSigDB-C2",NA,"CP:WIKIPATHWAYS","Homo sapiens","Eicosanoid Synthesis","Ltc4s (7.878) Alox5ap (6.364) Alox5 (5.481) Ptgs1 (4.049) Pnpla3 (2.432) Pla2g4a (-0.094) Ptges (-0.071) Alox15 (-0.04) Dpep1 (0.038) Ggt1 (-0.034)"
"k11","L3","51.296","1.000","1.379","REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1_","M932","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)","Gng13 (9.53) Gnb3 (8.479) Gnat3 (6.891) Sec11c (1.061) Ffar4 (-0.485) Tcf7l2 (0.288) Grp (0.232) Sec11a (-0.014) Pcsk1 (0.011) Ctnnb1 (-0.01)"
"k11","L4","50.019","1.000","0.754","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_MICROVILLAR_CELLS","M39295","MSigDB-C8",NA,"","Homo sapiens","","Gng13 (9.53) Lrmp (9.17) Rgs13 (6.36) Avil (5.716) Bmx (5.284) Rassf6 (3.265) Anxa4 (2.942) Krt7 (-1.654) Enc1 (1.641) Cd24a (-1.127)"
"k11","L6","24.772","1.000","-0.979","DALESSIO_TSA_RESPONSE","M2340","MSigDB-C2",NA,"CGP","Homo sapiens","Top genes up-regulated in HEK293 cells (fibroblast) in response to trichostatin A (TSA) [PubChem=5562].","Atf3 (-4.343) Fos (-2.542) Ppp1r15a (-2.063) Gadd45b (-2.012) Hspa1a (-1.628) Hspb8 (-1.153) Arc (-0.574) Fosl2 (-0.33) Anxa1 (-0.323) Clu (-0.24)"
"k11","L7","27.445","1.000","1.283","GO_CARBON_SULFUR_LYASE_ACTIVITY","M18648","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of the elimination of hydrogen sulfide or substituted H2S. [EC:4.4.-.-]","Ltc4s (7.878) Alox5ap (6.364) Mgst3 (1.896) Gstm4 (0.054) Scly (0.031) Glo1 (-0.023) Cth (-0.018) Mgst2 (-0.012) Hccs (-0.01) Cenpv (-0.01)"
"k11","L8","35.129","1.000","0.970","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","M14301","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","G beta:gamma signalling through PI3Kgamma","Gng13 (9.53) Gnb3 (8.479) Pik3r5 (5.863) Pik3cg (4.779) Gng12 (1.375) Gnb1 (0.109) Gng2 (-0.049) Akt2 (-0.034) Gng5 (-0.032) Gng4 (-0.029)"
"k11","L9","22.750","1.000","-0.523","NAGASHIMA_EGF_SIGNALING_UP","M16311","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in MCF7 cells (breast cancer) after stimulation with EGF [GeneID=1950].","Atf3 (-4.343) Jun (-2.946) Fosb (-2.747) Dusp1 (-2.629) Fos (-2.542) Dnajb1 (-2.467) Id1 (-1.557) Klf6 (-1.417) Hbegf (-1.147) Junb (-1.003)"
