"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k8","L10","12.428","0.095","0.128","GO_GRANULOCYTE_MIGRATION","M13368","MSigDB-C5",NA,"GO:BP","Homo sapiens","The movement of a granulocyte within or between different tissues and organs of the body. [GOC:cvs, PMID:24163421, PMID:24193336]","Adam8 (3.719) Cd177 (3.332) Lbp (1.877) Cxcl17 (1.409) Thbs1 (0.982) Lgals3 (0.833) Jam3 (0.609) Cd74 (0.552) Il17rc (0.425) Edn2 (-0.411)"
"k8","L10","12.428","0.876","-0.153","GO_9PLUS2_MOTILE_CILIUM","M25965","MSigDB-C5",NA,"GO:CC","Homo sapiens","A motile cilium where the axoneme has a ring of nine outer microtubule doublets plus two central microtubules (and is therefore called a 9+2 axoneme). [GOC:cilia, PMID:22118931]","Rsph1 (-1.335) Cfap70 (-1.273) Atp1a1 (1.242) Ak8 (-1.19) Tekt4 (-1.189) Cfap69 (-1.163) Ccdc181 (-1.004) Ift27 (-0.828) Ift172 (-0.77) Tcte1 (-0.715)"
"k9","L1","30.495","1.000","0.114","GO_CILIUM_ORGANIZATION","M13049","MSigDB-C5",NA,"GO:BP","Homo sapiens","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole. [GOC:cilia, GOC:jl]","Ccno (2.765) Poc1a (2.624) Cep41 (2.248) Tmem107 (1.868) Nek2 (1.686) Tekt2 (1.64) Tmem17 (1.629) Ift20 (1.612) Cdk1 (1.572) Ift22 (1.536)"
"k9","L2","17.172","1.000","0.406","GO_ANTIBACTERIAL_HUMORAL_RESPONSE","M22882","MSigDB-C5",NA,"GO:BP","Homo sapiens","An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster. [GOC:go_curators, GOC:mtg_sensu]","Wfdc3 (2.973) Ltf (2.444) Wfdc13 (2.333) Bpifa1 (1.325) Wfdc2 (-1.031) Wfdc5 (0.032) H2-T23 (-0.025) Defb1 (-0.012) Wfdc12 (-0.011) Sftpd (0.011)"
"k9","L3","20.871","1.000","0.580","GO_INNER_DYNEIN_ARM_ASSEMBLY","M12111","MSigDB-C5",NA,"GO:BP","Homo sapiens","The aggregation, arrangement and bonding together of a set of components to form an axonemal dynein inner arm, an inner arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes. [GOC:BHF, GOC:vk, PMID:19944400]","Tekt2 (1.64) Ccdc103 (1.418) Lrrc6 (1.315) Ccdc40 (1.045) Zmynd10 (0.937) Ccdc39 (0.887) Dnah7b (0.089) Dnaaf1 (0.076) Dnah1 (-0.011) Dnaaf5 (-0.005)"
"k9","L4","13.700","1.000","0.147","GO_CENTRIOLE","M17001","MSigDB-C5",NA,"GO:CC","Homo sapiens","A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle. [ISBN:0198547684]","Cby1 (2.747) Poc1a (2.624) Cep41 (2.248) Mdm1 (2.047) Poc5 (1.647) Ift20 (1.612) Cep78 (1.515) Cep19 (1.44) Odf2 (1.32) Cep83 (1.302)"
"k9","L6","7.875","0.997","0.404","GO_MKS_COMPLEX","M25814","MSigDB-C5",NA,"GO:CC","Homo sapiens","A protein complex that is located at the ciliary transition zone and consists of several proteins some of which are membrane bound. Acts as an organiser of transition zone inner structure, specifically the Y-shaped links, in conjunction with the NPHP complex. The MKS complex also acts as part of the selective barrier that prevents diffusion of proteins between the ciliary cytoplasm and cellular cytoplasm as well as between the ciliary membrane and plasma membrane. [GOC:cilia, GOC:sp, PMID:21422230, PMID:21565611, PMID:21725307, PMID:22179047, PMID:25869670, PMID:26595381, PMID:26982032]","Tmem107 (1.868) Tmem17 (1.629) B9d1 (1.273) B9d2 (1.026) Tmem216 (0.996) Cep290 (0.14) Tmem231 (0.081) Ahi1 (0.07) Cc2d2a (0.01) Tctn1 (-0.008)"
"k9","L7","11.428","1.000","0.134","GO_MOTILE_CILIUM","M17253","MSigDB-C5",NA,"GO:CC","Homo sapiens","A cilium which may have a variable arrangement of axonemal microtubules and also contains molecular motors. It may beat with a whip-like pattern that promotes cell motility or transport of fluids and other cells across a cell surface, such as on epithelial cells that line the lumenal ducts of various tissues; or they may display a distinct twirling motion that directs fluid flow asymmetrically across the cellular surface to affect asymmetric body plan organization. Motile cilia can be found in single as well as multiple copies per cell. [GOC:cilia, GOC:dgh, GOC:kmv, PMID:17009929, PMID:20144998, PMID:22118931]","Ropn1l (2.45) Cfap36 (1.872) Tekt2 (1.64) Ift20 (1.612) Ccdc103 (1.418) Nphp1 (1.404) Rsph1 (1.335) Odf2 (1.32) Ift46 (1.283) Cfap70 (1.271)"
"k9","L5","3.054","0.530","0.335","GO_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION","M23817","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process of introducing one or more phosphate groups into a nucleoside monophosphate to produce a polyphosphorylated nucleoside. [GOC:ai]","Ak1 (1.411) Ak8 (1.19) Dtymk (1.09) Ak9 (1.038) Ak3 (0.06) Ak7 (-0.01) Ak2 (-0.009) Ak6 (-0.007) Pnkp (0.005) Cmpk1 (-0.004)"
"k9","L5","3.054","0.003","0.274","GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","M16820","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that stops, prevents or reduces the frequency, rate or extent of substrate adhesion-dependent cell spreading. [GOC:TermGenie, GOC:yaf]","Fbln1 (3.015) Rcc2 (0.823) Actn4 (-0.044) Coro1c (-0.015) Ap1ar (-0.011) Dmtn (-0.009) Itgb1bp1 (-0.006) Postn (0.005) Kank1 (0.003) Tacstd2 (-0.001)"
"k9","L5","3.054","0.415","0.320","GO_NUCLEOSIDE_DIPHOSPHATE_KINASE_ACTIVITY","M18187","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of the reaction: ATP + nucleoside diphosphate = ADP + nucleoside triphosphate. [EC:2.7.4.6]","Ak1 (1.411) Ak8 (1.19) Dtymk (1.09) Ak9 (1.038) Nme5 (0.329) Nme7 (0.182) Nme1 (-0.057) Ak7 (-0.01) Nme4 (-0.005) Cmpk1 (-0.004)"
"k9","L5","3.054","0.004","0.186","REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","M27408","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Interconversion of nucleotide di- and triphosphates","Ak1 (1.411) Ak8 (1.19) Dtymk (1.09) Ak9 (1.038) Txn1 (0.711) Gsr (0.603) Txnrd1 (-0.08) Nme1 (-0.057) Rrm1 (0.033) Rrm2 (0.028)"
"k9","L8","2.503","0.002","0.263","SLBP independent Processing of Histone Pre-mRNAs","1367428","BioSystems-reactome","R-MMU-111367",NA,NA,NA,"Lsm10 (2.362) Snrpg (0.707) Ncbp1 (0.017) Lsm11 (-0.014) Zfp473 (-0.011) Ncbp2 (0.007) Snrpf (0.005) Snrpb (0.004) Snrpe (-0.003) Snrpd3 (-0.001)"
"k9","L8","2.503","0.002","0.233","G1/S-Specific Transcription","1367926","BioSystems-reactome","R-MMU-69205",NA,NA,NA,"Ccna1 (2.293) Cdk1 (1.572) Rrm2 (0.028) Pcna (-0.027) E2f1 (0.014) Dhfr (-0.011) Cdc45 (-0.009) Cdt1 (-0.009) Cdc6 (-0.007) Pola1 (-0.006)"
"k9","L8","2.503","0.002","0.196","BIOCARTA_MPR_PATHWAY","M13883","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","How Progesterone Initiates the Oocyte Maturation","Paqr5 (2.532) Cdk1 (1.572) Hras (0.532) Pin1 (0.524) Ccnb1 (0.207) Prkacb (-0.024) Cap1 (0.021) Acta1 (-0.014) Rps6ka1 (0.012) Prkar2b (-0.011)"
"k9","L8","2.503","0.915","-0.322","GO_SPERM_AXONEME_ASSEMBLY","M22526","MSigDB-C5",NA,"GO:BP","Homo sapiens","The assembly and organization of the sperm flagellar axoneme, the bundle of microtubules and associated proteins that forms the core of the eukaryotic sperm flagellum, and is responsible for movement. [GOC:bf, GOC:cilia, ISBN:0198547684]","Spef2 (-0.555) Spag16 (-0.432) Armc2 (0.084) Bbs2 (0.071) Neurl1a (0.057) Cfap44 (0.04) Iqcg (0.027) Cfap43 (-0.02) Dnah1 (-0.011) Pla2g3 (-0.009)"
"k9","L8","2.503","0.002","0.184","GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA","M16221","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process in which the sperm binds to the zona pellucida glycoprotein layer of the egg. The process begins with the attachment of the sperm plasma membrane to the zona pellucida and includes attachment of the acrosome inner membrane to the zona pellucida after the acrosomal reaction takes place. [GOC:dph, ISBN:0878932437]","Zp3 (2.787) Spa17 (1.154) Cct7 (1.065) Tcp1 (0.268) Cct4 (0.175) Hspa1l (0.017) Fetub (-0.017) Adam30 (-0.013) Aldoa (0.013) Ovgp1 (0.01)"
"k9","L8","2.503","0.001","-0.237","GO_ADHERENS_JUNCTION_ASSEMBLY","M12531","MSigDB-C5",NA,"GO:BP","Homo sapiens","The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments. [GOC:aruk, GOC:bc, GOC:mah]","Actb (-1.726) Jam3 (-1.011) Hipk1 (0.094) Zfp703 (-0.024) Dlg5 (-0.013) Ramp2 (-0.012) Pip5k1c (-0.009) Pak2 (-0.007) Tbcd (0.007) Smad7 (-0.004)"
"k9","L8","2.503","0.002","-0.227","GO_APICAL_PROTEIN_LOCALIZATION","M10070","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process in which a protein is transported to, or maintained in, apical regions of the cell. [GOC:bf]","Actb (-1.726) Jam3 (-1.011) Arf4 (-0.086) Napa (-0.039) Mal (0.016) Dlg5 (-0.013) Hcn1 (-0.01) Insc (-0.009) Shroom2 (-0.009) Shroom3 (-0.003)"
"k9","L8","2.503","0.004","0.247","GO_REGULATION_OF_FERTILIZATION","M24633","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that modulates the rate, frequency or extent of fertilization. Fertilization is the union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy). [GOC:DHL, PMID:20478994]","Zp3 (2.787) Cfap69 (1.165) Ccdc87 (0.067) Plb1 (0.031) Lhfpl2 (0.014) Wee2 (-0.01) Ovgp1 (0.01) B4galt1 (-0.009) Plcb1 (-0.007) Stxbp1 (-0.003)"
"k9","L8","2.503","0.006","0.275","GO_NEGATIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING","M16820","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that stops, prevents or reduces the frequency, rate or extent of substrate adhesion-dependent cell spreading. [GOC:TermGenie, GOC:yaf]","Fbln1 (3.015) Rcc2 (0.823) Actn4 (-0.044) Coro1c (-0.015) Ap1ar (-0.011) Dmtn (-0.009) Itgb1bp1 (-0.006) Postn (0.005) Kank1 (0.003) Tacstd2 (-0.001)"
"k9","L8","2.503","0.002","0.232","GO_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY","M25296","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate or extent of telomerase RNA localization to Cajal body. [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:25467444]","Ruvbl1 (1.126) Ruvbl2 (1.079) Cct7 (1.065) Tcp1 (0.268) Nhp2 (0.188) Cct4 (0.175) Shq1 (0.028) Naf1 (0.007) Dkc1 (-0.006) Nop10 (-0.004)"
"k9","L8","2.503","0.001","0.237","GO_SWR1_COMPLEX","M25600","MSigDB-C5",NA,"GO:CC","Homo sapiens","A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits. [GOC:rb, PMID:14645854, PMID:14690608, PMID:19355820]","Znhit1 (1.137) Ruvbl1 (1.126) Ruvbl2 (1.079) Anp32e (-0.025) Dmap1 (0.014) Ep400 (0.011) Kat5 (-0.006) Actr6 (0.005) Ing3 (0.003) Trrap (-0.002)"
"k9","L8","2.503","0.002","0.201","GO_INTRACILIARY_TRANSPORT_PARTICLE_B","M17550","MSigDB-C5",NA,"GO:CC","Homo sapiens","The larger subcomplex of the intraciliary transport particle; characterized complexes have molecular weights around 550 kDa. [GOC:cilia, GOC:kmv, PMID:14570576, PMID:19253336]","Ift20 (1.612) Ift22 (1.536) Ift46 (1.283) Ift27 (1.19) Cluap1 (0.795) Ift172 (0.77) Ift74 (0.261) Ift80 (0.176) Ubxn10 (0.17) Ift52 (0.148)"
"k9","L8","2.503","0.001","0.214","GO_DNA_HELICASE_COMPLEX","M17539","MSigDB-C5",NA,"GO:CC","Homo sapiens","A protein complex that possesses DNA helicase activity. [GOC:mah]","Ino80b (1.432) Ruvbl1 (1.126) Ruvbl2 (1.079) Mcrs1 (0.112) Ino80e (0.021) Ino80c (0.021) Uchl5 (-0.012) Actr8 (0.009) Tfpt (-0.005) Nfrkb (-0.004)"
"k9","L8","2.503","0.001","-0.209","GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED","M26318","MSigDB-C5",NA,"GO:MF","Homo sapiens","Catalysis of movement along a microtubule toward the minus end, coupled to the hydrolysis of ATP. [EC:5.6.1.4, GOC:mah, GOC:vw]","Dnah10 (0.89) Dnah6 (-0.851) Dnah8 (0.287) Dnah9 (-0.234) Dnah7b (0.089) Kifc3 (0.075) Dync2li1 (0.066) Dnah11 (-0.031) Dync1h1 (-0.019) Dnhd1 (-0.019)"
"k9","L8","2.503","0.001","0.143","GO_PHOSPHATASE_INHIBITOR_ACTIVITY","M17952","MSigDB-C5",NA,"GO:MF","Homo sapiens","Stops, prevents or reduces the activity of a phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a substrate molecule. [GOC:ai]","Styxl1 (2.207) Ppp1r14c (1.316) Lgals3 (1.234) Ppp1r14d (0.732) Ppp1r35 (0.576) Ppp1r11 (0.175) Ensa (0.129) Ppp1r36 (0.08) Cabin1 (0.072) Ppp1r9b (-0.026)"
"k9","L8","2.503","0.001","0.162","GO_CYCLIN_BINDING","M17994","MSigDB-C5",NA,"GO:MF","Homo sapiens","Interacting selectively and non-covalently with cyclins, proteins whose levels in a cell varies markedly during the cell cycle, rising steadily until mitosis, then falling abruptly to zero. As cyclins reach a threshold level, they are thought to drive cells into G2 phase and thus to mitosis. [GOC:ai]","Klhdc9 (3.437) Cdk1 (1.572) Cdkn1a (1.024) Poln (0.06) Gak (0.05) Cdk5rap3 (-0.045) Hdac3 (-0.028) Usp2 (-0.026) Fbxw7 (-0.023) Proca1 (0.023)"
"k9","L8","2.503","0.002","0.185","REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE","M27023","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Telomere Extension By Telomerase","Ccna1 (2.293) Ruvbl1 (1.126) Ruvbl2 (1.079) Nhp2 (0.188) Gar1 (0.16) Wrap53 (0.13) Terf1 (0.085) Shq1 (0.028) Terf2ip (-0.014) Tinf2 (0.014)"
"k9","L8","2.503","0.002","0.131","REACTOME_INTRAFLAGELLAR_TRANSPORT","M27482","MSigDB-C2",NA,"CP:REACTOME","Homo sapiens","Intraflagellar transport","Tuba1b (1.838) Ift20 (1.612) Ift22 (1.536) Dynlrb2 (1.47) Ift46 (1.283) Tubb4b (1.201) Ift27 (1.19) Cluap1 (0.795) Ift172 (0.77) Dynll1 (0.595)"
"k9","L9","2.236","0.001","0.226","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs","1367427","BioSystems-reactome","R-MMU-77588",NA,NA,NA,"Lsm10 (2.362) Snrpg (0.707) Ncbp1 (0.017) Lsm11 (-0.014) Slbp (-0.012) Zfp473 (-0.011) Ncbp2 (0.007) Snrpf (0.005) Snrpb (0.004) Snrpe (-0.003)"
"k9","L9","2.236","0.002","0.251","SLBP independent Processing of Histone Pre-mRNAs","1367428","BioSystems-reactome","R-MMU-111367",NA,NA,NA,"Lsm10 (2.362) Snrpg (0.707) Ncbp1 (0.017) Lsm11 (-0.014) Zfp473 (-0.011) Ncbp2 (0.007) Snrpf (0.005) Snrpb (0.004) Snrpe (-0.003) Snrpd3 (-0.001)"
"k9","L9","2.236","0.002","0.224","G1/S-Specific Transcription","1367926","BioSystems-reactome","R-MMU-69205",NA,NA,NA,"Ccna1 (2.293) Cdk1 (1.572) Rrm2 (0.028) Pcna (-0.027) E2f1 (0.014) Dhfr (-0.011) Cdc45 (-0.009) Cdt1 (-0.009) Cdc6 (-0.007) Pola1 (-0.006)"
"k9","L9","2.236","0.000","0.086","Regulation of mitotic cell cycle","1367970","BioSystems-reactome","R-MMU-453276",NA,NA,NA,"Ccna1 (2.293) Nek2 (1.686) Cdk1 (1.572) Ubc (-1.346) Psmb6 (1.222) Pttg1 (1.211) Cdc20 (1.031) Anapc11 (0.831) Psmd9 (0.517) Psmd10 (0.403)"
"k9","L9","2.236","0.000","0.086","APC/C-mediated degradation of cell cycle proteins","1367971","BioSystems-reactome","R-MMU-174143",NA,NA,NA,"Ccna1 (2.293) Nek2 (1.686) Cdk1 (1.572) Ubc (-1.346) Psmb6 (1.222) Pttg1 (1.211) Cdc20 (1.031) Anapc11 (0.831) Psmd9 (0.517) Psmd10 (0.403)"
"k9","L9","2.236","0.001","0.099","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","1367975","BioSystems-reactome","R-MMU-176814",NA,NA,NA,"Ccna1 (2.293) Nek2 (1.686) Cdk1 (1.572) Ubc (-1.346) Psmb6 (1.222) Pttg1 (1.211) Cdc20 (1.031) Anapc11 (0.831) Psmd9 (0.517) Psmd10 (0.403)"
"k9","L9","2.236","0.002","0.105","APC/C:Cdc20 mediated degradation of mitotic proteins","1367977","BioSystems-reactome","R-MMU-176409",NA,NA,NA,"Ccna1 (2.293) Nek2 (1.686) Cdk1 (1.572) Ubc (-1.346) Psmb6 (1.222) Pttg1 (1.211) Cdc20 (1.031) Anapc11 (0.831) Psmd9 (0.517) Psmd10 (0.403)"
"k9","L9","2.236","0.000","0.089","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","1367978","BioSystems-reactome","R-MMU-179419",NA,NA,NA,"Ccna1 (2.293) Nek2 (1.686) Cdk1 (1.572) Ubc (-1.346) Psmb6 (1.222) Cdc20 (1.031) Anapc11 (0.831) Psmd9 (0.517) Psmd10 (0.403) Psmb3 (0.209)"
"k9","L9","2.236","0.013","0.282","Attenuation phase","1368178","BioSystems-reactome","R-MMU-3371568",NA,NA,NA,"Ptges3 (2.035) Hsbp1 (1.264) Hsf1 (0.041) Dnajb1 (0.023) Hspa8 (0.014) Crebbp (-0.012) Hspa1b (-0.006) Ep300 (-0.004) Fkbp4 (0.004) Hsp90ab1 (0.002)"
"k9","L9","2.236","0.001","0.167","BIOCARTA_CELLCYCLE_PATHWAY","M17770","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Cyclins and Cell Cycle Regulation","Ccna1 (2.293) Cdk1 (1.572) Cdkn1a (1.024) Ccnb1 (0.207) Ccnd1 (-0.043) Ccnh (-0.023) Cdkn1b (-0.016) Ccnd2 (-0.015) E2f1 (0.014) Cdk2 (-0.013)"
"k9","L9","2.236","0.003","0.191","BIOCARTA_MPR_PATHWAY","M13883","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","How Progesterone Initiates the Oocyte Maturation","Paqr5 (2.532) Cdk1 (1.572) Hras (0.532) Pin1 (0.524) Ccnb1 (0.207) Prkacb (-0.024) Cap1 (0.021) Acta1 (-0.014) Rps6ka1 (0.012) Prkar2b (-0.011)"
"k9","L9","2.236","0.001","0.155","KEGG_HISTIDINE_METABOLISM","M12524","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Histidine metabolism","Hdc (2.996) Mettl6 (0.844) Aldh3b1 (0.715) Lcmt2 (0.052) Aldh3a1 (0.043) Mettl2 (-0.02) Aldh9a1 (-0.017) Hnmt (-0.017) Acy3 (-0.015) Maoa (-0.011)"
"k9","L9","2.236","0.001","-0.148","PID_NFAT_TFPATHWAY","M60","MSigDB-C2",NA,"CP:PID","Homo sapiens","Calcineurin-regulated NFAT-dependent transcription in lymphocytes","Junb (-1.608) Jun (-0.946) Egr1 (-0.869) Slc3a2 (-0.223) Fos (-0.042) Fosl1 (-0.016) E2f1 (0.014) Tnf (-0.014) Dgka (-0.014) Casp3 (-0.012)"
"k9","L9","2.236","0.000","-0.073","GO_PLACENTA_DEVELOPMENT","M15526","MSigDB-C5",NA,"GO:BP","Homo sapiens","The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin. [GOC:add, ISBN:068340007X]","Krt19 (-1.644) Junb (-1.608) Ctsb (-1.175) Tppp3 (0.976) Bsg (-0.64) Hes1 (-0.431) Krt8 (0.264) Spint2 (-0.183) Trim28 (0.181) Ovol2 (0.159)"
