"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k2","L1","303.84","1.000","1.552","GSE10325_BCELL_VS_MYELOID_DN","M3082","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of healthy B cells versus healthy myeloid cells.","LGALS2 (12.581) CFD (12.519) MS4A6A (11.881) SERPINA1 (11.828) IGSF6 (11.507) CLEC10A (10.598) CSTA (10.522) FPR1 (10.424) CDA (9.821) TGFBI (9.821)"
"k2","L2","121.65","1.000","1.315","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS","M39286","MSigDB-C8",NA,"","Homo sapiens","","S100A8 (15.45) S100A9 (15.438) FCN1 (13.551) CD14 (12.633) LGALS2 (12.581) CFD (12.519) MS4A6A (11.881) SERPINA1 (11.828) IGSF6 (11.507) S100A12 (10.967)"
"k2","L3","263.61","1.000","1.468","GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","M3120","MSigDB-C7",NA,"","Homo sapiens","Genes up-regulated in comparison of peripheral mononuclear blood cells (PBMC) versus memory T cells.","LGALS2 (12.581) TMEM176B (12.328) IGSF6 (11.507) RBP7 (10.296) MAFB (9.277) CLEC4E (9.229) C5AR1 (8.648) STAB1 (8.597) HK3 (8.48) CACNA2D3 (8.414)"
"k2","L4","132.38","1.000","1.077","GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","M8672","MSigDB-C7",NA,"","Homo sapiens","Genes up-regulated in monocytes (6h): untreated versus M. tuberculosis 19 kDa lipopeptide.","CD14 (12.633) LGALS2 (12.581) IGSF6 (11.507) VCAN (10.517) FPR1 (10.424) TGFBI (9.821) PILRA (9.732) LILRB4 (9.731) CSF1R (9.433) MAFB (9.277)"
"k2","L5","97.48","1.000","1.801","ZHENG_IL22_SIGNALING_UP","M1800","MSigDB-C2",NA,"CGP","Mus musculus","Genes up-regulated in ex-vivo colonic tissue after treatment with IL22 [GeneID=50616].","S100A8 (15.45) S100A9 (15.438) CD14 (12.633) CFD (12.519) MS4A6A (11.881) CSTA (10.522) THBD (6.357) RTN1 (5.824) HP (5.536) LRG1 (5.344)"
"k2","L6","70.10","1.000","1.435","LIAN_LIPA_TARGETS_3M","M16088","MSigDB-C2",NA,"CGP","Mus musculus","Genes up-regulated at 3 months of age in lungs from LIPA [GeneID=3988] knockout mice, which display pulmonary pathology.","S100A9 (15.438) MS4A6A (11.881) IGSF6 (11.507) CSTA (10.522) LILRB4 (9.731) MAFB (9.277) CLEC4E (9.229) MARCO (8.786) C1QA (8.719) C1QB (7.459)"
"k2","L7","99.74","1.000","0.878","GAL_LEUKEMIC_STEM_CELL_DN","M4502","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in leukemic stem cells (LSC), defined as CD34+CD38- [GeneID=947;952] cells from AML (acute myeloid leukemia patients) compared to the CD34+CD38+ cells.","S100A8 (15.45) S100A9 (15.438) FCN1 (13.551) CD14 (12.633) LGALS2 (12.581) MS4A6A (11.881) SERPINA1 (11.828) IGSF6 (11.507) S100A12 (10.967) G0S2 (10.657)"
"k2","L8","114.96","1.000","1.084","GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN","M5649","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of peripheral blood mononuclear cells (PBMC) from healthy donors versus PBMC from patients with acute S. pneumoniae infection.","S100A8 (15.45) S100A9 (15.438) FCN1 (13.551) CD14 (12.633) S100A12 (10.967) VCAN (10.517) FPR1 (10.424) CDA (9.821) PLBD1 (9.152) FCGR1A (8.675)"
"k2","L9","61.42","0.998","2.328","GO_PATTERN_RECOGNITION_RECEPTOR_ACTIVITY","M26637","MSigDB-C5",NA,"GO:MF","Homo sapiens","Combining with a pathogen-associated molecular pattern (PAMP), a structure conserved among microbial species to initiate an innate immune response. [GOC:ar, GOC:bf, Wikipedia:Pattern_recognition_receptor]","FCN1 (13.551) CD14 (12.633) CLEC4E (9.229) MARCO (8.786) CLEC7A (7.162) TLR2 (6.302) CD36 (5.638) TLR8 (4.887) TLR4 (4.86) NOD2 (3.843)"
"k2","L10","101.94","1.000","1.121","FAN_EMBRYONIC_CTX_BRAIN_MYELOID","M39044","MSigDB-C8",NA,"","Homo sapiens","","S100A8 (15.45) S100A9 (15.438) FCN1 (13.551) CFD (12.519) TMEM176B (12.328) MS4A6A (11.881) SERPINA1 (11.828) CSTA (10.522) VCAN (10.517) TGFBI (9.821)"
"k3","L1","811.57","1.000","2.500","HAY_BONE_MARROW_CD34_POS_HSC","M39182","MSigDB-C8",NA,"","Homo sapiens","","CYTL1 (10.244) EGFL7 (9.163) AVP (8.885) CRHBP (8.753) CD34 (8.695) CRYGD (8.318) NPR3 (7.746) HOXA9 (7.744) DPPA4 (7.059) MSRB3 (6.909)"
"k3","L2","468.85","1.000","1.204","JAATINEN_HEMATOPOIETIC_STEM_CELL_UP","M15107","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in CD133+ [GeneID=8842] cells (hematopoietic stem cells, HSC) compared to the CD133- cells.","SPINK2 (11.074) CYTL1 (10.244) SMIM24 (9.549) GIHCG (9.39) IGLL1 (8.858) GATA2 (8.858) CRHBP (8.753) CD34 (8.695) MYB (8.22) HPGDS (8.168)"
"k3","L3","166.71","1.000","2.881","HAY_BONE_MARROW_CD34_POS_MULTILIN","M39188","MSigDB-C8",NA,"","Homo sapiens","","SPINK2 (11.074) SMIM24 (9.549) CDK6-AS1 (7.73) CLDN10 (6.336) CPXM1 (5.897) DNAJC12 (5.627) CDK6 (4.24) TCEAL5 (2.723) FAM216A (2.672) LKAAEAR1 (2.444)"
"k3","L4","91.37","1.000","1.181","ROSS_AML_OF_FAB_M7_TYPE","M4621","MSigDB-C2",NA,"CGP","Homo sapiens","Top 100 probe sets for pediatric acute myeloid leukemia (AML) subtype FAB M7 (also known as acute megakaryoblastic leukemia, AMKL).","GATA2 (8.858) GATA1 (7.482) KLF1 (6.651) TAL1 (6.311) TIMP3 (6.302) STXBP6 (5.571) FHL2 (5.384) PLOD2 (5.267) MYH10 (4.735) LAPTM4B (4.503)"
"k3","L5","75.40","1.000","-0.748","FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE","M39021","MSigDB-C8",NA,"","Homo sapiens","","JUNB (-10.904) CD48 (-10.79) KLF2 (-9.784) HLA-F (-9.31) GADD45B (-7.158) ABI3 (-6.299) DUSP2 (-5.004) HLA-DRB1 (-4.295) S100A11 (-3.827) CORO1A (-2.926)"
"k3","L6","65.61","1.000","1.088","HAY_BONE_MARROW_CD34_POS_MKP","M39187","MSigDB-C8",NA,"","Homo sapiens","","LOC101928834 (9.016) GATA2 (8.858) PBX1 (6.552) MMRN1 (4.874) ADRA2A (4.828) TCEAL9 (4.8) KLHL13 (4.087) GUCY1B1 (3.761) SLC18A2 (3.428) RAC3 (3.219)"
"k3","L7","112.33","1.000","3.239","HAY_BONE_MARROW_CD34_POS_ERP_EARLY","M39180","MSigDB-C8",NA,"","Homo sapiens","","GIHCG (9.39) EMID1 (6.557) ZNF385D (6.451) STXBP6 (5.571) AMHR2 (4.395) PDZD8 (2.385) SLC40A1 (1.782) PHTF1 (1.649) ATF7IP2 (1.088) CCNG1 (0.334)"
"k3","L9","45.43","0.985","0.608","TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP","M17275","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in CD34+ [GeneID=947] hematopoetic cells by expression of NUP98-HOXA9 fusion [GeneID=4928;3205] off a retroviral vector at 8 days after transduction.","SPINK2 (11.074) SMIM24 (9.549) IGLL1 (8.858) HBD (8.474) HOXA9 (7.744) TPSAB1 (7.455) RBPMS (6.765) MYCT1 (6.7) CMBL (6.676) KLF1 (6.651)"
"k3","L10","44.60","1.000","-1.543","GO_MHC_PROTEIN_COMPLEX","M17090","MSigDB-C5",NA,"GO:CC","Homo sapiens","A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen. [GOC:add, GOC:jl, ISBN:0781735149, PMID:15928678, PMID:16153240]","HLA-F (-9.31) HLA-DQA1 (-4.977) HLA-DRB5 (-4.672) HLA-DRB1 (-4.295) HLA-DQA2 (-4.112) HLA-DPB1 (-2.855) HLA-DPA1 (-2.586) HLA-DRA (-2.185) HLA-C (-2.181) HLA-DMA (-2.158)"
"k3","L8","46.74","0.942","1.609","TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP","M7176","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated by RUNX1-RUNX1T1 [GeneID=861;862] fusion protein in normal hematopoietic progenitors; their expression was sustained in subsequently developing monocytes.","CRHBP (8.753) HPGDS (8.168) TFPI (6.772) SOX4 (5.574) UCHL1 (4.983) TM4SF1 (4.897) QPRT (1.983) ARG2 (1.859) PPFIBP1 (1.414) NAP1L1 (0.893)"
"k3","L8","46.74","0.058","1.794","HAY_BONE_MARROW_CD34_POS_EO_B_MAST","M39178","MSigDB-C8",NA,"","Homo sapiens","","HPGDS (8.168) TPSAB1 (7.455) MS4A3 (5.177) HDC (4.668) CLC (1.749) EXD3 (1.704) SLC45A3 (1.697) LMO4 (0.962) MS4A2 (0.265) DTWD2 (0.249)"
"k4","L1","1098.04","1.000","1.245","HAY_BONE_MARROW_NK_CELLS","M39204","MSigDB-C8",NA,"","Homo sapiens","","GNLY (15.399) NKG7 (14.09) GZMA (13.153) GZMB (12.684) FGFBP2 (12.122) PRF1 (11.891) CST7 (11.488) KLRD1 (10.688) KLRC1 (10.487) KLRF1 (10.469)"
"k4","L2","411.06","1.000","2.329","HAHTOLA_SEZARY_SYNDROM_DN","M18968","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in monocytes isolated from peripheral blood samples of Sezary syndrom patients compared to those from healthy normal donors.","GNLY (15.399) NKG7 (14.09) GZMB (12.684) KLRD1 (10.688) KLRC1 (10.487) KLRF1 (10.469) XCL1 (9.678) CD160 (9.626) IL18RAP (7.633) SPON2 (7.373)"
"k4","L3","135.57","1.000","0.623","GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_NRAS_KO_CD4_TCELL_DN","M9885","MSigDB-C7",NA,"","Mus musculus","Genes down-regulated in CD4 [GeneID=920] T cells with NRAS [GeneID=4893] knockout: unstimulated versus activated.","GNLY (15.399) NKG7 (14.09) GZMA (13.153) GZMB (12.684) PRF1 (11.891) GZMH (11.556) CST7 (11.488) KLRD1 (10.688) KLRF1 (10.469) XCL1 (9.678)"
"k4","L4","110.48","1.000","1.930","GO_CYTOLYSIS","M15834","MSigDB-C5",NA,"GO:BP","Homo sapiens","The rupture of cell membranes and the loss of cytoplasm. [UniProtKB-KW:KW-0204]","GZMA (13.153) GZMB (12.684) PRF1 (11.891) GZMH (11.556) GZMM (1.633) APOL1 (1.427) C8G (0.951) TGFB1 (0.844) ROMO1 (-0.233) MICA (0.05)"
"k4","L5","110.81","1.000","0.555","GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_DN","M4656","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of naive CD8 T cells versus PD-1 high CD8 T cells.","NKG7 (14.09) GZMA (13.153) FGFBP2 (12.122) PRF1 (11.891) GZMH (11.556) CST7 (11.488) KLRD1 (10.688) PTGDR (8.806) TBX21 (8.73) EOMES (6.451)"
"k4","L6","63.11","1.000","0.511","GSE21063_WT_VS_NFATC1_KO_16H_ANTI_IGM_STIM_BCELL_DN","M8252","MSigDB-C7",NA,"","Mus musculus","Genes down-regulated in B lymphocytes stimulated by anti-IgM for 16h: wildtype versus NFATC1 [GeneID=4772] knockout.","GZMB (12.684) FGFBP2 (12.122) GZMH (11.556) CST7 (11.488) S1PR5 (9.489) SPON2 (7.373) PRSS23 (6.753) LIM2 (6.046) RGS9 (5.651) TTC38 (4.643)"
"k4","L7","154.90","1.000","0.832","AIZARANI_LIVER_C5_NK_NKT_CELLS_3","M39109","MSigDB-C8",NA,"","Homo sapiens","","GNLY (15.399) NKG7 (14.09) GZMA (13.153) GZMB (12.684) PRF1 (11.891) CST7 (11.488) KLRD1 (10.688) KLRC1 (10.487) KLRF1 (10.469) XCL2 (9.815)"
"k4","L8","82.66","1.000","1.385","ONO_AML1_TARGETS_UP","M1977","MSigDB-C2",NA,"CGP","Mus musculus","Genes up-regulated in CD4+ [GeneID=920] T lymphocytes by expression of AML1 [GeneID=861] off a viral vector.","NKG7 (14.09) GZMA (13.153) GZMB (12.684) IFNG (7.959) FASLG (6.93) EOMES (6.451) CD244 (2.431) CCNF (1.427) SLAMF7 (1.318) HAVCR2 (0.742)"
"k4","L9","156.74","1.000","-0.753","FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE","M39021","MSigDB-C8",NA,"","Homo sapiens","","GZMA (13.153) IL32 (-2.339) PIP4K2A (2.099) IFITM2 (2.051) SELL (-1.831) HCST (1.774) CD74 (-1.773) PLAC8 (1.54) RAP1B (1.464) FCMR (-1.409)"
"k4","L10","192.85","1.000","1.133","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_NK_CELLS","M39287","MSigDB-C8",NA,"","Homo sapiens","","GNLY (15.399) NKG7 (14.09) GZMA (13.153) GZMB (12.684) FGFBP2 (12.122) PRF1 (11.891) GZMH (11.556) CST7 (11.488) KLRD1 (10.688) KLRF1 (10.469)"
"k5","L1","89.88","1.000","0.493","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_UP","M3084","MSigDB-C7",NA,"","Homo sapiens","Genes up-regulated in comparison of systemic lupus erythematosus CD4 [GeneID=920] T cells versus systemic lupus erythematosus B cells.","CD3D (12.012) CD3E (10.276) MAL (10.094) CD5 (8.615) LEF1 (8.589) TRAT1 (8.276) ADTRP (7.933) CAMK4 (7.875) SIRPG (7.866) CD28 (7.581)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0100356","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111853","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111854","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111858","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111860","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111862","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111864","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111870","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111871","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111872","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111873","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111874","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0111875","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0112609","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0119294","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0119302","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0119303","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0119304","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L2","812.08","0.053","-2.179","Protein Synthesis","http://identifiers.org/smpdb/SMP0119305","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L3","658.74","1.000","0.896","HAY_BONE_MARROW_NAIVE_T_CELL","M39202","MSigDB-C8",NA,"","Homo sapiens","","CD3D (12.012) RPL34 (-10.401) CD3E (10.276) RPL38 (-10.198) MAL (10.094) RPS21 (-9.883) RPL37 (-9.818) AQP3 (9.742) CD5 (8.615) LEF1 (8.589)"
"k5","L4","119.30","1.000","-1.035","DAZARD_UV_RESPONSE_CLUSTER_G1","M9375","MSigDB-C2",NA,"CGP","Homo sapiens","Cluster G1: genes most highly up-regulated in NHEK cells (normal keratinocyte) between 6 h and 12 h after UV-B irradiation.","RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) UQCRB (-2.994) RPL31 (-2.694) RPS23 (-2.69) COX7C (-1.631)"
"k5","L5","133.74","1.000","0.604","GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_UP","M4423","MSigDB-C7",NA,"","Homo sapiens","Genes up-regulated in comparison of naive CD4 [GeneID=920] T cells versus unstimulated NK cells.","MAL (10.094) AQP3 (9.742) CD5 (8.615) LEF1 (8.589) CD40LG (8.513) ADTRP (7.933) CAMK4 (7.875) SIRPG (7.866) CD28 (7.581) UBASH3A (6.837)"
"k5","L6","113.91","1.000","0.555","GSE11057_PBMC_VS_MEM_CD4_TCELL_DN","M3121","MSigDB-C7",NA,"","Homo sapiens","Genes down-regulated in comparison of peripheral mononuclear blood cells (PBMC) versus memory T cells.","CD3D (12.012) RPL34 (-10.401) CD3E (10.276) AQP3 (9.742) CD5 (8.615) CD40LG (8.513) TRAT1 (8.276) SIRPG (7.866) CD28 (7.581) UBASH3A (6.837)"
"k5","L8","48.99","1.000","1.664","HP_DECREASED_PROPORTION_OF_CD3_POSITIVE_T_CELLS","M38640","MSigDB-C5",NA,"HPO","Homo sapiens","Decreased proportion of CD3-positive T cells","CD3D (12.012) CD3E (10.276) IL7R (6.124) CD247 (-1.37) PNP (0.487) IL2RG (0.267) PGM3 (0.104) RAG1 (-0.048) RAG2 (-0.039) DCLRE1C (-0.004)"
"k5","L9","45.45","1.000","0.374","GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP","M9886","MSigDB-C7",NA,"","Mus musculus","Genes up-regulated in CD4 [GeneID=920] T cells: unstimulated versus activated.","MAL (10.094) AQP3 (9.742) LEF1 (8.589) TRAT1 (8.276) ADTRP (7.933) IL7R (6.124) WNT7A (5.908) ANKRD55 (4.66) HKDC1 (4.258) MEOX1 (4.238)"
