"topic","CS","lbf","pip","coef","name","id","database","accession","sub_category_code","organism","description_brief","top_genes"
"k3","L1","687.93","1.000","1.531","JAATINEN_HEMATOPOIETIC_STEM_CELL_UP","M15107","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in CD133+ [GeneID=8842] cells (hematopoietic stem cells, HSC) compared to the CD133- cells.","SPINK2 (11.074) CYTL1 (10.244) SMIM24 (9.549) GIHCG (9.39) IGLL1 (8.858) GATA2 (8.858) CRHBP (8.753) CD34 (8.695) MYB (8.22) HPGDS (8.168)"
"k3","L2","67.44","1.000","1.089","ROSS_AML_OF_FAB_M7_TYPE","M4621","MSigDB-C2",NA,"CGP","Homo sapiens","Top 100 probe sets for pediatric acute myeloid leukemia (AML) subtype FAB M7 (also known as acute megakaryoblastic leukemia, AMKL).","GATA2 (8.858) GATA1 (7.482) KLF1 (6.651) TAL1 (6.311) TIMP3 (6.302) STXBP6 (5.571) FHL2 (5.384) PLOD2 (5.267) MYH10 (4.735) LAPTM4B (4.503)"
"k3","L3","87.25","1.000","0.842","TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP","M17275","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in CD34+ [GeneID=947] hematopoetic cells by expression of NUP98-HOXA9 fusion [GeneID=4928;3205] off a retroviral vector at 8 days after transduction.","SPINK2 (11.074) SMIM24 (9.549) IGLL1 (8.858) HBD (8.474) HOXA9 (7.744) TPSAB1 (7.455) RBPMS (6.765) MYCT1 (6.7) CMBL (6.676) KLF1 (6.651)"
"k3","L4","64.54","1.000","-1.890","GO_MHC_PROTEIN_COMPLEX","M17090","MSigDB-C5",NA,"GO:CC","Homo sapiens","A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen. [GOC:add, GOC:jl, ISBN:0781735149, PMID:15928678, PMID:16153240]","HLA-F (-9.31) HLA-DQA1 (-4.977) HLA-DRB5 (-4.672) HLA-DRB1 (-4.295) HLA-DQA2 (-4.112) HLA-DPB1 (-2.855) HLA-DPA1 (-2.586) HLA-DRA (-2.185) HLA-C (-2.181) HLA-DMA (-2.158)"
"k3","L5","46.21","1.000","0.520","MULLIGHAN_MLL_SIGNATURE_1_DN","M18841","MSigDB-C2",NA,"CGP","Homo sapiens","The 'MLL signature 1': genes down-regulated in pediatric AML (acute myeloid leukemia) with rearranged MLL [GeneID=4297] compared to all AML cases with the intact gene.","CYTL1 (10.244) EGFL7 (9.163) MDK (8.539) HPGDS (8.168) NPR3 (7.746) TPSAB1 (7.455) DEPTOR (7.071) CAVIN1 (6.957) TFPI (6.772) RBPMS (6.765)"
"k3","L6","41.82","1.000","0.841","HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP","M17082","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in hematopoietic progenitor cells (HPC) of T lymphocyte and NK (natural killer) lineage.","CRHBP (8.753) MDK (8.539) NPR3 (7.746) CAVIN1 (6.957) PBX1 (6.552) TAL1 (6.311) TIMP3 (6.302) HTR1F (5.811) PLOD2 (5.267) HLA-DQA1 (-4.977)"
"k3","L7","36.70","1.000","1.539","TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP","M7176","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated by RUNX1-RUNX1T1 [GeneID=861;862] fusion protein in normal hematopoietic progenitors; their expression was sustained in subsequently developing monocytes.","CRHBP (8.753) HPGDS (8.168) TFPI (6.772) SOX4 (5.574) UCHL1 (4.983) TM4SF1 (4.897) QPRT (1.983) ARG2 (1.859) PPFIBP1 (1.414) NAP1L1 (0.893)"
"k3","L8","26.32","0.976","-0.999","FARMER_BREAST_CANCER_CLUSTER_1","M15015","MSigDB-C2",NA,"CGP","Homo sapiens","Cluster 1: interferon, T and B lymphocyte genes clustered together across breast cancer samples.","CD48 (-10.79) OAS1 (-2.621) JCHAIN (-1.643) CYTIP (-1.627) MX1 (-1.534) MZB1 (-0.974) CD38 (-0.648) FKBP11 (-0.63) OAS2 (-0.565) ISG15 (0.404)"
"k3","L9","28.87","0.967","0.479","GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP","M3155","MSigDB-C2",NA,"CGP","Homo sapiens","Genes up-regulated in quiescent CD34+ [GeneID=8842] cells isolated from peripheral blood of normal donors compared to the dividing cells from CML (chronic myeloid leukemia) patients.","HBD (8.474) HPGDS (8.168) TPSAB1 (7.455) CPA3 (6.921) TYMS (6.683) KLF1 (6.651) PCLAF (6.302) DNAJC12 (5.627) MS4A3 (5.177) HBB (4.807)"
"k3","L10","30.75","1.000","-1.031","AMIT_EGF_RESPONSE_40_HELA","M4204","MSigDB-C2",NA,"CGP","Homo sapiens","Genes whose expression peaked at 40 min after stimulation of HeLa cells with EGF [GeneID=1950].","JUNB (-10.904) KLF2 (-9.784) SLC2A3 (-6.871) DUSP2 (-5.004) CEBPB (-1.798) IER2 (-1.735) HES1 (1.101) PTGS2 (-1.098) JUN (-0.845) KLF6 (-0.76)"
"k4","L1","790.73","1.000","3.545","HAHTOLA_SEZARY_SYNDROM_DN","M18968","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in monocytes isolated from peripheral blood samples of Sezary syndrom patients compared to those from healthy normal donors.","GNLY (15.399) NKG7 (14.09) GZMB (12.684) KLRD1 (10.688) KLRC1 (10.487) KLRF1 (10.469) XCL1 (9.678) CD160 (9.626) IL18RAP (7.633) SPON2 (7.373)"
"k4","L2","120.43","1.000","2.217","GO_CYTOLYSIS","M15834","MSigDB-C5",NA,"GO:BP","Homo sapiens","The rupture of cell membranes and the loss of cytoplasm. [UniProtKB-KW:KW-0204]","GZMA (13.153) GZMB (12.684) PRF1 (11.891) GZMH (11.556) GZMM (1.633) APOL1 (1.427) C8G (0.951) TGFB1 (0.844) ROMO1 (-0.233) MICA (0.05)"
"k4","L3","120.78","1.000","1.813","ONO_AML1_TARGETS_UP","M1977","MSigDB-C2",NA,"CGP","Mus musculus","Genes up-regulated in CD4+ [GeneID=920] T lymphocytes by expression of AML1 [GeneID=861] off a viral vector.","NKG7 (14.09) GZMA (13.153) GZMB (12.684) IFNG (7.959) FASLG (6.93) EOMES (6.451) CD244 (2.431) CCNF (1.427) SLAMF7 (1.318) HAVCR2 (0.742)"
"k4","L4","107.92","1.000","0.487","DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN","M12570","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in T-PLL cells (T-cell prolymphocytic leukemia) bearing the inv(14)/t(14:14) chromosomal aberration.","GNLY (15.399) NKG7 (14.09) GZMA (13.153) GZMB (12.684) PRF1 (11.891) GZMH (11.556) CST7 (11.488) KLRD1 (10.688) KLRC1 (10.487) KLRF1 (10.469)"
"k4","L6","88.53","1.000","0.525","JAATINEN_HEMATOPOIETIC_STEM_CELL_DN","M6905","MSigDB-C2",NA,"CGP","Homo sapiens","Genes down-regulated in CD133+ [GeneID=8842] cells (hematopoietic stem cells, HSC) compared to the CD133- cells.","GNLY (15.399) NKG7 (14.09) GZMA (13.153) GZMB (12.684) FGFBP2 (12.122) PRF1 (11.891) GZMH (11.556) CST7 (11.488) KLRC1 (10.487) KLRF1 (10.469)"
"k4","L7","28.69","1.000","-0.940","KAMIKUBO_MYELOID_CEBPA_NETWORK","M2092","MSigDB-C2",NA,"CGP","Mus musculus","Network of differentially expressed myeloid genes centered around CEBPA [GeneID=1050].","SPINT2 (-8.172) IRF8 (-3.101) RAB31 (-2.583) IL18 (-1.587) LGALS1 (1.323) CEBPA (-0.732) ANXA1 (0.464) SERPINB1 (0.399) ITGAM (0.064) ALDH2 (0.055)"
"k4","L9","41.42","1.000","1.774","BIOCARTA_SET_PATHWAY","M3075","MSigDB-C2",NA,"CP:BIOCARTA","Homo sapiens","Granzyme A mediated Apoptosis Pathway","GZMA (13.153) GZMB (12.684) PRF1 (11.891) HMGB2 (0.211) APEX1 (-0.13) SET (-0.082) DFFB (-0.046) DFFA (0.012) CREBBP (0.006) ANP32A (-0.004)"
"k4","L5","83.46","0.500","1.250","Graft-versus-host disease","83124","BioSystems-kegg","hsa05332",NA,NA,NA,"GZMB (12.684) PRF1 (11.891) KLRD1 (10.688) KLRC1 (10.487) IFNG (7.959) FASLG (6.93) KIR3DL1 (5.894) KIR2DL3 (5.853) KIR3DL2 (5.824) HLA-DPB1 (3.348)"
"k4","L5","83.46","0.500","1.250","KEGG_GRAFT_VERSUS_HOST_DISEASE","M13519","MSigDB-C2",NA,"CP:KEGG","Homo sapiens","Graft-versus-host disease","GZMB (12.684) PRF1 (11.891) KLRD1 (10.688) KLRC1 (10.487) IFNG (7.959) FASLG (6.93) KIR3DL1 (5.894) KIR2DL3 (5.853) KIR3DL2 (5.824) HLA-DPB1 (3.348)"
"k4","L10","25.80","0.577","1.294","GO_REGULATION_OF_T_CELL_CHEMOTAXIS","M10473","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that modulates the rate, frequency or extent of T cell chemotaxis. T cell chemotaxis is the directed movement of a T cell in response to an external stimulus. [GOC:dph, GOC:tb]","XCL2 (9.815) XCL1 (9.678) STK39 (1.874) TNFSF14 (1.36) ADAM10 (0.597) OXSR1 (0.1) TMEM102 (0.078) WNK1 (0.055) CCL27 (-0.033) CCR2 (0.022)"
"k4","L10","25.80","0.397","1.288","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS","M24920","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that activates or increases the frequency, rate or extent of lymphocyte chemotaxis. [PMID:19255442]","XCL2 (9.815) XCL1 (9.678) STK39 (1.874) TNFSF14 (1.36) ADAM10 (0.597) OXSR1 (0.1) PTK2B (-0.083) TMEM102 (0.078) WNK1 (0.055) CCL27 (-0.033)"
"k4","L8","26.59","0.817","1.496","GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION","M23801","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that stops, prevents, or reduces the frequency, rate or extent of alpha-beta T cell proliferation. [GOC:ai]","XCL1 (9.678) LGALS9B (6.205) LGALS9C (4.598) VSIR (0.956) LGALS9 (0.303) ZBTB7B (-0.213) TNFRSF14 (-0.123) ARG2 (0.035) TWSG1 (0.012) CD274 (-0.007)"
"k4","L8","26.59","0.182","0.858","GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION","M15747","MSigDB-C5",NA,"GO:BP","Homo sapiens","Any process that stops, prevents or reduces the frequency, rate or extent of CD4-positive, alpha-beta T cell activation. [GOC:obol]","XCL1 (9.678) TBX21 (8.73) LGALS9B (6.205) LGALS9C (4.598) RUNX3 (2.076) VSIR (0.956) RC3H1 (0.745) RUNX1 (-0.53) ANXA1 (0.464) IL4R (0.335)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0100356","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111853","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111854","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111858","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111860","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111862","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111864","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111870","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111871","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111872","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111873","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111874","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0111875","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0112609","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0119294","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0119302","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0119303","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0119304","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
"k5","L1","481.95","0.053","-1.802","Protein Synthesis","http://identifiers.org/smpdb/SMP0119305","PC-pathbank",NA,NA,NA,NA,"RPL37A (-10.56) RPL34 (-10.401) RPL38 (-10.198) RPS24 (-9.982) RPS21 (-9.883) RPL37 (-9.818) RPL36A (-7.613) RPL39 (-6.754) RPS29 (-5.931) RPS28 (-4.451)"
